,Ind_ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,Email_ID,Type_Occupation,Family_Members,Label
613,5062011,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11342.0,-2389,1,0,0,0,Laborers,1,0
615,5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-9688.0,-593,1,0,1,1,Laborers,1,0
616,5062075,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21392.0,365243,1,0,0,0,Laborers,2,0
617,5062095,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10171.0,-1812,1,1,1,0,High skill tech staff,1,0
618,5062106,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008.0,-3607,1,0,0,0,Managers,2,0
619,5062131,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22129.0,365243,1,0,0,0,Laborers,2,0
620,5062136,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12947.0,-137,1,0,0,0,Laborers,2,1
621,5062137,M,N,Y,1,191399.3262295082,Working,Secondary / secondary special,Single / not married,House / apartment,-12947.0,-137,1,0,0,0,Laborers,2,1
622,5062205,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-17472.0,-1202,1,1,1,0,Laborers,2,0
623,5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283.0,-1324,1,0,0,0,Accountants,4,0
624,5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353.0,-1081,1,1,0,1,Core staff,2,0
625,5062294,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17795.0,-2450,1,0,0,1,Managers,2,0
626,5062296,F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,-20388.0,365243,1,0,0,0,Laborers,1,0
627,5062334,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-9071.0,-958,1,0,0,0,Laborers,2,0
628,5062362,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20814.0,365243,1,0,0,0,Laborers,2,0
629,5062407,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24094.0,365243,1,0,1,0,Laborers,1,0
630,5062525,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656.0,-2207,1,0,1,0,Sales staff,3,0
631,5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12099.0,-2207,1,0,0,1,Laborers,5,0
632,5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972.0,-145,1,0,0,1,Core staff,3,0
633,5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863.0,-4407,1,0,0,0,Managers,3,0
634,5062688,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112.0,-875,1,1,0,1,High skill tech staff,2,0
635,5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510.0,-3805,1,0,0,0,Core staff,3,0
636,5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035.0,-1128,1,0,1,0,Cleaning staff,2,0
637,5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,-13387.0,-2467,1,0,0,0,Laborers,3,0
638,5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-9766.0,-1935,1,0,1,0,Sales staff,2,0
639,5065342,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22481.0,365243,1,0,1,0,Laborers,2,0
640,5065348,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-15160.0,-3974,1,0,0,0,High skill tech staff,2,1
641,5065363,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512.0,-1782,1,0,1,0,Core staff,2,0
642,5065462,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19004.0,-1570,1,0,0,0,Laborers,2,1
643,5065477,M,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-13574.0,-109,1,0,0,0,Laborers,3,0
644,5065518,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,-9510.0,-2878,1,0,0,0,Laborers,3,1
645,5065571,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18218.0,-1539,1,0,0,0,Drivers,2,0
646,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867.0,-1266,1,0,1,0,Laborers,2,0
647,5065606,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,-23489.0,365243,1,0,0,0,Laborers,2,0
648,5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11512.0,-4711,1,0,0,0,Laborers,1,0
649,5065704,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17454.0,365243,1,0,1,0,Laborers,1,0
651,5065723,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15975.0,-8760,1,0,0,0,Private service staff,3,0
652,5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14746.0,-693,1,0,0,0,Laborers,1,0
654,5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22911.0,365243,1,0,0,0,Laborers,2,0
655,5065808,F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,-15915.0,-785,1,1,1,0,Sales staff,3,0
656,5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-2276,1,0,0,0,Laborers,3,0
657,5066458,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-16040.342070773264,-1406,1,0,0,0,Laborers,1,0
658,5066465,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-16211.0,-1406,1,0,0,0,Laborers,1,0
659,5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17538.0,-7676,1,0,1,0,Private service staff,1,0
660,5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,-8247.0,-430,1,1,0,1,Sales staff,2,0
661,5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805.0,-1922,1,0,0,0,Sales staff,3,0
662,5066617,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,-18730.0,-157,1,0,0,1,Cooking staff,2,0
663,5066627,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-583,1,0,0,0,Laborers,2,0
664,5066689,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12946.0,-341,1,0,1,1,Sales staff,2,0
665,5066709,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24511.0,365243,1,0,0,0,Laborers,1,0
666,5066765,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14550.0,-2987,1,0,0,0,Sales staff,3,0
667,5066817,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,-16480.0,-4023,1,0,0,1,Managers,2,0
668,5066832,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-21739.0,365243,1,0,0,0,Laborers,2,0
669,5066843,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17090.0,365243,1,0,0,0,Laborers,2,0
670,5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,-9905.0,-795,1,0,0,0,Sales staff,4,0
671,5066879,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13805.0,-1557,1,0,0,0,Laborers,1,0
672,5066915,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,-11089.0,-1467,1,0,0,0,Laborers,2,0
673,5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18752.0,-11906,1,0,1,0,Laborers,2,0
674,5067006,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20315.0,-5454,1,0,0,0,Laborers,3,0
675,5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9926.0,-461,1,0,0,0,Drivers,1,0
676,5067019,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152.0,-1253,1,0,0,1,Laborers,3,0
678,5067090,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13643.0,-4663,1,0,1,0,Laborers,2,0
679,5067102,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-16761.0,-4534,1,0,0,0,Sales staff,1,0
680,5067149,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,-13969.0,-263,1,0,0,0,Laborers,4,0
681,5067182,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11432.0,-820,1,1,0,0,Core staff,2,0
683,5067203,M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,-12675.0,-1328,1,0,0,0,Drivers,3,0
684,5067242,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,-16995.0,-7264,1,0,0,0,Core staff,2,0
685,5067259,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20859.0,365243,1,0,0,1,Laborers,2,0
686,5067262,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19982.0,-1724,1,0,1,0,Laborers,2,0
687,5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13233.0,-2728,1,0,0,0,Laborers,3,0
688,5067299,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9149.0,-1217,1,0,0,1,Laborers,1,0
689,5067312,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22920.0,365243,1,0,0,0,Laborers,2,0
690,5067345,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16541.0,-1085,1,0,1,0,Laborers,2,0
691,5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23334.0,365243,1,0,0,0,Laborers,2,0
692,5067444,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22880.0,365243,1,0,0,0,Laborers,2,0
693,5067506,M,N,Y,0,180000.0,Working,Lower secondary,Civil marriage,House / apartment,-13024.0,-2191,1,0,0,0,Managers,2,0
694,5067542,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21180.0,-2728,1,0,0,0,Laborers,2,0
695,5067638,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22922.0,365243,1,0,1,0,Laborers,1,0
696,5067643,F,N,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,-19961.0,365243,1,0,0,0,Laborers,2,0
697,5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,-17203.0,-1431,1,0,0,1,Managers,2,0
698,5067696,M,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,-19087.0,-4434,1,0,1,0,Managers,2,0
699,5067723,F,N,Y,1,337500.0,Working,Academic degree,Single / not married,House / apartment,-12555.0,-2769,1,0,0,0,Laborers,2,0
700,5067729,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10288.0,-2616,1,1,1,0,Managers,3,0
702,5067767,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23341.0,-5437,1,0,0,0,Medicine staff,1,0
703,5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-21377.0,-577,1,0,0,1,Laborers,2,0
704,5067849,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14756.0,-567,1,0,0,0,Laborers,1,0
705,5067893,M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,-17011.0,-901,1,0,0,0,Laborers,2,0
706,5067924,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22743.0,365243,1,0,0,0,Laborers,1,0
708,5067949,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18133.0,-3591,1,0,1,1,Laborers,1,0
709,5067961,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-22111.0,-3854,1,0,0,0,Managers,2,0
710,5067982,M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,-20013.0,-7640,1,0,0,1,Managers,1,0
711,5068019,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15438.0,-3377,1,0,0,0,Laborers,2,0
712,5068038,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,-17164.0,-9363,1,0,0,0,Medicine staff,2,0
713,5068147,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20441.0,365243,1,0,0,0,Laborers,1,0
714,5068156,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19565.0,-3246,1,0,0,0,Laborers,2,0
715,5068196,M,Y,Y,0,173250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16273.0,-2362,1,1,0,0,Drivers,2,0
716,5068233,M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-13885.0,-232,1,0,0,0,Laborers,3,0
717,5068238,F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-11268.0,-2545,1,1,1,0,Laborers,2,0
718,5068262,F,N,N,2,157500.0,State servant,Higher education,Married,House / apartment,-12636.0,-5345,1,0,0,0,Medicine staff,4,0
719,5068310,M,N,Y,1,198000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9649.0,-140,1,0,0,0,Managers,2,0
720,5068320,F,N,Y,0,189000.0,Pensioner,Higher education,Separated,House / apartment,-22655.0,365243,1,0,0,0,Laborers,1,0
721,5068324,F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,-18348.0,-3853,1,0,0,0,High skill tech staff,2,0
722,5068337,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-10101.0,-505,1,1,1,0,Laborers,2,0
725,5068367,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14084.0,-3246,1,0,0,0,Laborers,3,0
726,5068378,F,N,Y,1,126000.0,Working,Higher education,Married,House / apartment,-12662.0,-1359,1,1,1,1,Sales staff,3,0
727,5068389,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,0,Sales staff,2,1
728,5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,1,Sales staff,2,0
729,5068456,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13581.0,-2576,1,0,0,0,Laborers,2,1
730,5068465,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10175.0,-1966,1,0,1,0,Private service staff,3,0
731,5068470,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15150.0,-719,1,0,0,0,Medicine staff,3,0
732,5068491,M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-18321.0,-110,1,0,1,0,Laborers,3,0
733,5068511,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15875.0,-2758,1,1,1,0,Core staff,2,0
734,5068523,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12360.0,-385,1,0,0,1,Laborers,1,0
735,5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19351.0,-1023,1,0,0,0,Laborers,2,0
736,5068631,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21216.0,-3641,1,0,0,0,Managers,2,0
737,5068648,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,-1054,1,0,0,0,Drivers,1,0
738,5068651,F,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,-19305.0,-1905,1,0,0,0,Core staff,1,1
739,5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,-413,1,0,0,0,Core staff,2,0
740,5068692,M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11819.0,-962,1,0,0,0,Laborers,1,0
741,5068712,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13483.0,-5345,1,0,0,0,Laborers,2,0
742,5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,-13231.0,-201,1,0,0,0,Accountants,2,0
743,5068807,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-11809.0,-536,1,0,0,1,Accountants,3,0
744,5068811,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419.0,-2423,1,0,0,0,Laborers,2,0
745,5068843,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22751.0,-4219,1,1,1,0,Secretaries,1,0
746,5068888,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-23537.0,-4888,1,0,0,0,Medicine staff,2,0
747,5068963,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-15181.0,-3062,1,0,0,0,Laborers,2,0
748,5069007,M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,-10622.0,-1175,1,0,0,0,Laborers,2,0
749,5069028,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16605.0,-1359,1,0,0,1,Sales staff,2,0
750,5069051,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762.0,-2484,1,0,0,0,Laborers,2,0
752,5069066,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9743.0,-3093,1,0,0,0,Laborers,1,0
753,5069117,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20577.0,365243,1,0,0,0,Laborers,1,0
754,5069141,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,-15360.0,-413,1,0,0,1,Core staff,2,0
755,5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10314.0,-962,1,0,0,1,Sales staff,2,0
756,5069199,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13591.0,-3246,1,0,0,0,Sales staff,3,0
757,5069216,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-11210.0,-1724,1,1,0,0,Accountants,2,1
758,5069218,F,Y,Y,0,256500.0,Commercial associate,Higher education,Single / not married,House / apartment,-11210.0,-1724,1,1,0,0,Accountants,2,1
759,5069227,F,Y,Y,0,191399.3262295082,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330.0,-962,1,0,1,0,Sales staff,2,0
760,5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-12821.0,-931,1,0,1,1,Laborers,3,0
761,5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14783.0,-3397,1,0,0,0,Core staff,2,0
762,5069292,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15461.0,-2605,1,1,1,0,Managers,3,0
